Hospital,Especialidade,Nota_Prova,Nota_Curriculo,Total
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,55.2,7.3,62.5
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,55.2,7.1,62.3
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,60,2.3,62.3
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,56.4,5.75,62.15
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,57.6,4.5,62.1
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,56.4,5.7,62.1
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,57.6,4.45,62.05
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,56.4,5.6,62
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,57.6,4.35,61.95
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,58.8,3.1,61.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,55.2,6.5,61.7
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,54,7.1,61.1
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,54,7,61
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,56.4,4.5,60.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,52.8,7.9,60.7
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,54,6.7,60.7
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,56.4,4.3,60.7
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,55.2,5.4,60.6
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,55.2,5.35,60.55
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,52.8,7.7,60.5
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,54,6.4,60.4
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,54,6.2,60.2
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,55.2,5,60.2
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,8.3,59.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,54,5.7,59.7
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,7.7,59.3
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,55.2,4.05,59.25
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,10,59.2
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,54,5.15,59.15
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,7.5,59.1
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,52.8,6.25,59.05
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,52.8,6.25,59.05
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,7.2,58.8
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,54,4.7,58.7
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,8,58.4
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,56.4,2,58.4
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,7.8,58.2
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,8.8,58
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,5.95,57.55
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,8.2,57.4
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,6.9,57.3
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,5.3,56.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,5.3,56.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,5.05,56.65
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,5,56.6
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,6.1,56.5
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,46.8,9.7,56.5
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,48,8.3,56.3
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,7,56.2
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,5.6,56
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,5.5,55.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,4.3,55.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,5.25,55.65
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,4,55.6
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,6.3,55.5
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,6.3,55.5
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,3.8,55.4
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,5.9,55.1
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,5.8,55
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,5.8,55
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,5.75,54.95
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,3.3,54.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,46.8,8.1,54.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,51.6,3.2,54.8
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,5.6,54.8
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,4.3,54.7
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,4.2,54.6
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,4.2,54.6
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,4.15,54.55
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,4.1,54.5
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,46.8,7.3,54.1
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,45.6,8.5,54.1
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,48,6,54
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,4.7,53.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,4.6,53.8
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,4.6,53.8
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,46.8,6.3,53.1
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,48,4.9,52.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,46.8,6,52.8
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,50.4,2.3,52.7
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,2.85,52.05
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,46.8,4.7,51.5
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,2.3,51.5
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,45.6,5.4,51
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,46.8,3.8,50.6
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,45.6,4.65,50.25
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,46.8,3.1,49.9
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,49.2,0.6,49.8
Faculd. Medicina da Univers. Federal de Uberlândia,obstetrícia e ginecologia,45.6,4.05,49.65
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,72,10,82
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,72,8.1,80.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,69.6,8,77.6
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,67.2,10,77.2
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,66,9,75
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,66,8.5,74.5
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,67.2,7.3,74.5
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,64.8,9,73.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,63.6,10,73.6
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,64.8,8.7,73.5
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,67.2,6.1,73.3
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,63.6,9.3,72.9
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,62.4,10,72.4
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,67.2,4.5,71.7
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,61.2,10,71.2
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,62.4,8.5,70.9
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,63.6,7,70.6
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,60,10,70
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,57.6,5.35,69.25
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,62.4,6.7,69.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,58.8,10,68.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,58.8,10,68.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,61.2,7.4,68.6
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,60,8.3,68.3
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,61.2,6.8,68
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,61.2,6.6,67.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,61.2,6.25,67.45
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,64.8,2.5,67.3
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,57.6,9.5,67.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,10,66.4
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,57.6,8.8,66.4
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,61.2,5.05,66.25
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,62.4,3.8,66.2
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,9.7,66.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,58.8,7,65.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,57.6,8.1,65.7
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,58.8,6.8,65.6
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,52.8,6.8,65.56
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,61.2,4.2,65.4
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,58.8,6.5,65.3
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,55.2,10,65.2
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,8.7,65.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,58.8,6.1,64.9
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,8,64.4
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,60,4.3,64.3
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,7.8,64.2
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,7.6,64
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,55.2,8.7,63.9
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,7.5,63.9
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,57.6,6.2,63.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,7.35,63.75
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,58.8,4,62.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,52.8,10,62.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,54,8.6,62.6
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,51.6,5.25,62.54
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,57.6,4.8,62.4
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,55.2,7.1,62.3
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,55.2,7,62.2
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,5.7,62.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,5.6,62
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,54,2.3,61.93
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,58.8,3.05,61.85
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,54,7.8,61.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,5.3,61.7
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,54,7.7,61.7
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,57.6,3.95,61.55
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,54,7.5,61.5
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,54,7.3,61.3
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,57.6,3.6,61.2
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,52.8,8,60.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,50.4,10,60.4
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,50.4,10,60.4
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,51.6,8.7,60.3
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,52.8,7.35,60.15
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,51.6,8.5,60.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,58.8,1.25,60.05
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,55.2,4.6,59.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,54,5.8,59.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,55.2,4.6,59.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,51.6,8.1,59.7
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,49.2,10,59.2
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,51.6,7.6,59.2
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,54,4.75,58.75
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,51.6,7.1,58.7
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,51.6,7,58.6
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,52.8,5.6,58.4
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,56.4,1.75,58.15
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,49.2,8.9,58.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,52.8,4.8,57.6
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,50.4,7.1,57.5
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,50.4,6.7,57.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,50.4,6.7,57.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,52.8,4.2,57
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,49.2,7.7,56.9
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,50.4,6,56.4
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,52.8,3.1,55.9
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,49.2,6.7,55.9
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,49.2,6.6,55.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,46.8,8.3,55.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,51.6,3.5,55.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,50.4,4.7,55.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,50.4,4.6,55
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,46.8,7.9,54.7
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,48,6.1,54.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,48,6.1,54.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,46.8,7.2,54
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,49.2,4.6,53.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,46.8,7,53.8
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,46.8,6.3,53.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,48,5.1,53.1
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,50.4,2.05,52.45
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,46.8,4.15,50.95
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,46.8,3.5,50.3
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,49.2,1.05,50.25
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,45.6,4.6,50.2
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,46.8,1.85,48.65
Faculd. Medicina da Univers. Federal de Uberlândia,oftalmologia,48,0.6,48.6
Faculd. Medicina da Univers. Federal de Uberlândia,oncologia clínica,51,6,57
Faculd. Medicina da Univers. Federal de Uberlândia,oncologia clínica,51,5,56
Faculd. Medicina da Univers. Federal de Uberlândia,oncologia clínica,51,3,54
Faculd. Medicina da Univers. Federal de Uberlândia,oncologia clínica,51,2,53
Faculd. Medicina da Univers. Federal de Uberlândia,oncologia clínica,45,3,48
Faculd. Medicina da Univers. Federal de Uberlândia,ortopedia e traumatologia,62.4,5.4,67.8
Faculd. Medicina da Univers. Federal de Uberlândia,ortopedia e traumatologia,56.4,8.7,65.1
Faculd. Medicina da Univers. Federal de Uberlândia,ortopedia e traumatologia,60,5.1,65.1
Faculd. Medicina da Univers. Federal de Uberlândia,ortopedia e traumatologia,55.2,8.8,64
Faculd. Medicina da Univers. Federal de Uberlândia,ortopedia e traumatologia,56.4,7,63.4
Faculd. Medicina da Univers. Federal de Uberlândia,ortopedia e traumatologia,57.6,5.5,63.1
Faculd. Medicina da Univers. Federal de Uberlândia,ortopedia e traumatologia,57.6,5.2,62.8
Faculd. Medicina da Univers. Federal de Uberlândia,ortopedia e traumatologia,58.8,3.6,62.4
Faculd. Medicina da Univers. Federal de Uberlândia,ortopedia e traumatologia,56.4,5.55,61.95
Faculd. Medicina da Univers. Federal de Uberlândia,ortopedia e traumatologia,55.2,6.3,61.5
